id_gta_origem_outro_estado,dt_emissao_gta,id_produtor_origem,id_produtor_destino,id_tipo_finalidade_gta,municipio_origem,estado_origem,municipio_destino,estado_destino,qt_animais,data_seconds,repeticao_origem,flag_binaria,qt_animais_norm,data_seconds_norm,cluster
218136,2022-10-21,56258,434376,2,5101803,MT,3170438,MG,54,1666310400,0,0,0.3655172413793103,0.5750357313006198,0
218451,2022-10-25,56536,434376,2,5101803,MT,3170438,MG,45,1666656000,0,0,0.30344827586206896,0.5769414006669855,0
218452,2022-10-25,56537,434376,2,5101803,MT,3170438,MG,45,1666656000,0,0,0.30344827586206896,0.5769414006669855,0
218469,2022-10-25,56554,434376,2,5101803,MT,3170438,MG,146,1666656000,0,0,1.0,0.5769414006669855,0
218685,2022-10-27,56738,434376,2,5101803,MT,3170438,MG,46,1666828800,0,0,0.31034482758620685,0.5778942353501666,0
218793,2022-10-26,49029,434376,2,5004007,MS,3127107,MG,59,1666742400,0,0,0.39999999999999997,0.5774178180085769,0
218793,2022-10-26,49029,434376,2,5004007,MS,3127107,MG,42,1666742400,1,1,0.2827586206896552,0.5774178180085769,0
219017,2022-10-28,57048,434376,2,5004908,MS,3127107,MG,60,1666915200,0,0,0.4068965517241379,0.578370652691758,0
210135,2022-08-29,49029,434376,2,5004007,MS,3127107,MG,60,1661731200,1,1,0.4068965517241379,0.5497856121962847,0
211802,2022-09-12,50535,434376,2,5004007,MS,3127107,MG,60,1662940800,0,0,0.4068965517241379,0.5564554549785612,0
214067,2022-09-26,52615,434376,2,5106307,MT,3170438,MG,70,1664150400,0,0,0.4758620689655172,0.5631252977608394,0
215203,2022-09-21,49029,434376,2,5004007,MS,3127107,MG,65,1663718400,1,1,0.4413793103448276,0.5607432110528823,0
215239,2022-10-06,53641,434376,2,5101803,MT,3170438,MG,11,1665014400,0,0,0.06896551724137931,0.5678894711767519,0
215239,2022-10-06,53641,434376,2,5101803,MT,3170438,MG,46,1665014400,1,1,0.31034482758620685,0.5678894711767519,0
215603,2022-10-07,53952,434376,2,5103437,MT,3170438,MG,33,1665100800,0,0,0.2206896551724138,0.5683658885183434,0
217156,2022-10-17,55348,434376,2,5106257,MT,3170438,MG,29,1665964800,0,0,0.19310344827586207,0.5731300619342559,0
217187,2022-10-17,55379,434376,2,5101803,MT,3170438,MG,28,1665964800,0,0,0.18620689655172412,0.5731300619342559,0
217252,2022-10-17,55444,434376,2,5101803,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217253,2022-10-17,55445,434376,2,5101803,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217268,2022-10-17,55460,434376,2,5101803,MT,3170438,MG,27,1665964800,0,0,0.17931034482758618,0.5731300619342559,0
217506,2022-10-19,55657,434376,2,5106257,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
217514,2022-10-19,55665,434376,2,5106257,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
217677,2022-10-20,55819,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217678,2022-10-20,55820,434376,2,5101803,MT,3170438,MG,54,1666224000,0,0,0.3655172413793103,0.5745593139590284,0
217703,2022-10-20,55845,434376,2,5101803,MT,3170438,MG,96,1666224000,0,0,0.6551724137931034,0.5745593139590284,0
218074,2022-10-21,56196,434376,2,5101803,MT,3170438,MG,100,1666310400,0,0,0.6827586206896552,0.5750357313006198,0
218130,2022-10-21,56252,434376,2,5101803,MT,3170438,MG,54,1666310400,0,0,0.3655172413793103,0.5750357313006198,0
218137,2022-10-21,56259,434376,2,5101803,MT,3170438,MG,54,1666310400,0,0,0.3655172413793103,0.5750357313006198,0
218138,2022-10-21,56260,434376,2,5101803,MT,3170438,MG,54,1666310400,0,0,0.3655172413793103,0.5750357313006198,0
218468,2022-10-25,56553,434376,2,5101803,MT,3170438,MG,146,1666656000,0,0,1.0,0.5769414006669855,0
218754,2022-10-27,56807,434376,2,5101803,MT,3170438,MG,45,1666828800,0,0,0.30344827586206896,0.5778942353501666,0
218781,2022-10-27,56834,434376,2,5101803,MT,3170438,MG,139,1666828800,0,0,0.9517241379310345,0.5778942353501666,0
223049,2022-11-18,23155,434376,2,5004809,MS,3127107,MG,59,1668729600,1,1,0.39999999999999997,0.5883754168651745,0
224142,2022-11-29,53859,434376,2,5000203,MS,3127107,MG,35,1669680000,0,0,0.23448275862068962,0.5936160076226784,0
224142,2022-11-29,53859,434376,2,5000203,MS,3127107,MG,30,1669680000,1,1,0.2,0.5936160076226784,0
225602,2022-12-01,61672,434376,2,5007554,MS,3127107,MG,65,1669852800,0,0,0.4413793103448276,0.5945688423058613,0
210127,2022-08-11,17093,434376,2,5004403,MS,3127107,MG,61,1660176000,1,1,0.41379310344827586,0.5412101000476426,0
210134,2022-08-29,49029,434376,2,5004007,MS,3127107,MG,38,1661731200,1,1,0.2551724137931034,0.5497856121962847,0
210134,2022-08-29,49029,434376,2,5004007,MS,3127107,MG,22,1661731200,1,1,0.14482758620689656,0.5497856121962847,0
215240,2022-10-06,53642,434376,2,5101803,MT,3170438,MG,57,1665014400,0,0,0.38620689655172413,0.5678894711767519,0
215573,2022-10-07,53922,434376,2,5103437,MT,3170438,MG,30,1665100800,0,0,0.2,0.5683658885183434,0
216169,2022-10-10,54471,434376,2,5107305,MT,3170438,MG,73,1665360000,0,0,0.496551724137931,0.5697951405431159,0
216588,2022-09-30,54820,434376,2,5007406,MS,3127107,MG,61,1664496000,1,1,0.41379310344827586,0.5650309671272034,0
217143,2022-10-10,55339,434376,2,5000609,MS,3127107,MG,2,1665360000,0,0,0.006896551724137931,0.5697951405431159,0
217143,2022-10-10,55339,434376,2,5000609,MS,3127107,MG,56,1665360000,1,1,0.3793103448275862,0.5697951405431159,0
217144,2022-10-10,55339,434376,2,5000609,MS,3127107,MG,2,1665360000,1,1,0.006896551724137931,0.5697951405431159,0
217144,2022-10-10,55339,434376,2,5000609,MS,3127107,MG,1,1665360000,1,1,0.0,0.5697951405431159,0
217144,2022-10-10,55339,434376,2,5000609,MS,3127107,MG,56,1665360000,1,1,0.3793103448275862,0.5697951405431159,0
217217,2022-10-17,55409,434376,2,5101803,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217241,2022-10-17,55433,434376,2,5106257,MT,3170438,MG,54,1665964800,0,0,0.3655172413793103,0.5731300619342559,0
217243,2022-10-17,55435,434376,2,5106257,MT,3170438,MG,56,1665964800,0,0,0.3793103448275862,0.5731300619342559,0
217248,2022-10-17,55440,434376,2,5101803,MT,3170438,MG,71,1665964800,0,0,0.48275862068965514,0.5731300619342559,0
217562,2022-10-19,55713,434376,2,5106257,MT,3170438,MG,50,1666137600,0,0,0.33793103448275863,0.5740828966174369,0
